-- chat_messages --
id | sender_id | receiver_id | message_type | content | created_at | is_read | is_direct_message
------------------------------------------------------------------------------------------------
1 | 5 | None | CHAT | аыуауыа | 2025-06-16 15:28:33.622739 | 0 | 0
2 | 5 | None | CHAT | Привет | 2025-06-16 15:28:44.798546 | 0 | 0
3 | 5 | None | CHAT | я вася | 2025-06-16 15:28:48.738624 | 0 | 0
4 | 5 | None | CHAT | привет | 2025-06-16 15:28:57.749774 | 0 | 0
5 | 5 | None | CHAT | ауууау | 2025-06-16 15:29:42.709244 | 0 | 0
6 | 5 | None | CHAT | to lemure5: ауауы | 2025-06-16 15:37:41.257524 | 0 | 0
7 | 5 | None | CHAT | аыау | 2025-06-16 15:51:18.477193 | 0 | 0
8 | 5 | None | CHAT | to lemure5: fdefe | 2025-06-16 15:53:52.878168 | 0 | 0
9 | 5 | None | CHAT | синий | 2025-06-16 15:54:01.784061 | 0 | 0
10 | 5 | None | CHAT | ауыа | 2025-06-16 16:08:45.710392 | 0 | 0
11 | 5 | None | CHAT | аувау | 2025-06-16 16:09:17.646051 | 0 | 0
12 | 5 | None | CHAT | to lemure5: ауа | 2025-06-16 16:10:52.069900 | 0 | 0
13 | 5 | None | CHAT | to lemure5: Привет | 2025-06-16 16:21:00.330684 | 0 | 0
14 | 5 | None | CHAT | to lemure5: ghbdt | 2025-06-16 16:21:24.108504 | 0 | 0
15 | 5 | None | CHAT | to lemure5: аааааа | 2025-06-16 16:22:02.766961 | 0 | 0
16 | 5 | None | CHAT | Здрастьте  | 2025-06-16 16:24:23.656021 | 0 | 0
17 | 5 | None | CHAT | to lemure5: проверка самому себе  | 2025-06-16 16:24:29.226786 | 0 | 0
18 | 6 | None | CHAT | to lemure5: fgedshfesiohf | 2025-06-16 16:25:54.695288 | 0 | 0
19 | 6 | None | CHAT | to lemure5: 545 | 2025-06-16 17:38:45.431538 | 0 | 0
20 | 6 | None | CHAT | to lemure6: 4443 | 2025-06-16 17:39:21.739163 | 0 | 0
21 | 5 | None | CHAT | to lemure5: 444 | 2025-06-16 17:39:35.602786 | 0 | 0
22 | 5 | None | CHAT | to lemure6: 2222 | 2025-06-16 17:39:38.649973 | 0 | 0
23 | 6 | None | CHAT | to lemure6: fefes | 2025-06-16 17:40:33.694412 | 0 | 0
24 | 6 | None | CHAT | to lemure5: fefef | 2025-06-16 17:40:37.269873 | 0 | 0
25 | 6 | None | CHAT | to lemure5: хай махафакер | 2025-06-17 06:43:08.189611 | 0 | 0
26 | 6 | None | CHAT | to lemure5: чееел | 2025-06-17 06:54:57.830737 | 0 | 0
27 | 5 | None | CHAT | to lemure5: авыаыу  | 2025-06-17 06:55:16.404994 | 0 | 0
28 | 5 | None | CHAT | to lemure8: ку  | 2025-06-17 06:55:25.590378 | 0 | 0
29 | 5 | None | CHAT | to lemure5 ку  | 2025-06-17 06:55:36.411180 | 0 | 0
30 | 5 | None | CHAT | пвкпк | 2025-06-17 06:55:51.941794 | 0 | 0
31 | 5 | None | CHAT | мазафакеры | 2025-06-17 06:55:56.545008 | 0 | 0
32 | 7 | None | CHAT | пквуп | 2025-06-18 07:54:18.996237 | 0 | 0
33 | 7 | None | CHAT | куку | 2025-06-18 07:54:21.070085 | 0 | 0
34 | 7 | None | CHAT | аыуаыу | 2025-06-18 07:54:36.592902 | 0 | 0
35 | 7 | None | CHAT | ауыа | 2025-06-18 07:54:37.740062 | 0 | 0
36 | 7 | None | CHAT | ауыа | 2025-06-19 13:04:45.999665 | 0 | 0
37 | 7 | None | CHAT | аыуа | 2025-06-19 13:10:28.808937 | 0 | 0
38 | 7 | None | CHAT | пыуп | 2025-06-19 14:56:17.613684 | 0 | 0
39 | 7 | None | CHAT | аыуауы | 2025-06-19 15:11:43.051559 | 0 | 0
40 | 7 | None | CHAT | астп | 2025-06-19 18:43:24.858288 | 0 | 0
41 | 7 | None | CHAT | ауа | 2025-06-21 10:29:44.965533 | 0 | 0
42 | 7 | None | CHAT | ку | 2025-06-21 10:29:46.909356 | 0 | 0
43 | 32 | None | CHAT | ауыа | 2025-06-21 12:17:38.784327 | 0 | 0
44 | 32 | None | CHAT | to lemure9: 11 | 2025-06-21 12:23:33.351974 | 0 | 0
45 | 37 | None | CHAT | ку  | 2025-06-27 11:21:24.835529 | 0 | 0
46 | 37 | None | CHAT | педики | 2025-06-27 11:21:31.388669 | 0 | 0
47 | 37 | None | CHAT | fvd | 2025-06-27 22:41:39.919574 | 0 | 0
48 | 37 | None | CHAT | аыуа | 2025-06-28 13:07:21.166234 | 0 | 0

-- currencies --
id | code | name_ru | base_copper
---------------------------------
1 | COPPER | Медь | 1
2 | SILVER | Серебро | 10
3 | GOLD | Золото | 1000
4 | TESSER | Тессера | 0

-- equipment_slots --
id | code | name_ru | max_per_char
----------------------------------
1 | weapon_main | Правая рука | 1
2 | weapon_off | Левая рука | 1
3 | helmet | Шлем | 1
4 | ring1 | Кольцо 1 | 1
5 | ring2 | Кольцо 2 | 1
6 | armor | Броня | 1
7 | shirt | Рубаха | 1
8 | belt | Пояс | 1
9 | bracelet | Браслет | 1
10 | cloak | Плащ | 1
11 | boots | Сапоги | 1
12 | gloves | Перчатки | 1

-- item_categories --
id | code | name_ru
89 | 7 | 9 | 2850
90 | 7 | 10 | 3400
91 | 10 | 1 | 250
92 | 10 | 2 | 400
93 | 10 | 3 | 600
94 | 10 | 4 | 850
95 | 10 | 5 | 1150
96 | 10 | 6 | 1500
97 | 10 | 7 | 1900
98 | 10 | 8 | 2350
99 | 10 | 9 | 2850
100 | 10 | 10 | 3400

-- race_level_stats --
id | race_id | level | hp_gain | mp_gain
----------------------------------------
1 | 1 | 1 | 30 | 10
2 | 1 | 2 | 40 | 15
3 | 1 | 3 | 50 | 20

-- races --
id | name | description | base_strength | base_agility | base_power | base_intuition | base_weapon_skill | base_parry | base_shield_block | chat_color
------------------------------------------------------------------------------------------------------------------------------------------------------
1 | Человек | Стандартная раса | 10 | 10 | 10 | 10 | 5 | 5 | 5 | #2196F3

-- skills --
id | user_id | strength | agility | power | parry | weapon_skill | shield_block | intuition | available_attribute_points | available_attribute_points_special
-------------------------------------------------------------------------------------------------------------------------------------------------------------
1 | 2 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
2 | 3 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
3 | 5 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
4 | 6 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
5 | 7 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
6 | 8 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
7 | 9 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
8 | 10 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
9 | 11 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
10 | 12 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
11 | 13 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
12 | 14 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
13 | 15 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
14 | 16 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
15 | 17 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
16 | 18 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
17 | 19 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
18 | 20 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
19 | 21 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
20 | 22 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
21 | 23 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
22 | 24 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
23 | 25 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
24 | 26 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
25 | 27 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
26 | 28 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
27 | 29 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
28 | 30 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
29 | 31 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
30 | 32 | 12 | 11 | 11 | 10 | 10 | 5 | 11 | 0 | 0
31 | 33 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
32 | 34 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
33 | 35 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
34 | 36 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 5 | 2
35 | 37 | 15 | 10 | 10 | 5 | 15 | 5 | 10 | 0 | 0

-- slot_allowed_item_types --
slot_id | item_type_id
----------------------
1 | 1
2 | 1
6 | 2
8 | 2
11 | 2
10 | 2
12 | 2
3 | 2
7 | 2
9 | 3
4 | 3
5 | 3

-- slot_allowed_weapon_types --
slot_id | weapon_type_id
------------------------
2 | 1
2 | 3

-- sqlite_sequence --
name | seq
----------
skills | 35
item_types | 3
weapon_types | 3
equipment_slots | 12
item_categories | 4
item_groups | 31
currencies | 4
wallet_transactions | 66
items | 34
user_items | 48
professional_skill | 10
professional_skill_progression | 100
user_professional_skill | 340

-- user_base_stats --
user_id | max_hp | max_mp | strength | agility | power | parry | weapon_skill | shield_block | intuition | updated_at
---------------------------------------------------------------------------------------------------------------------
1 | 130 | 60 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2025-06-27 11:47:06
2 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
3 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
4 | 130 | 60 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2025-06-27 11:47:06
5 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
6 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
7 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
8 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
9 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
10 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
11 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
12 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
13 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
14 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
15 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
16 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
17 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
18 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
19 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
20 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
21 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
22 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
23 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
24 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
25 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
26 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
27 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
28 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
29 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
30 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
31 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
32 | 130 | 60 | 12 | 11 | 11 | 10 | 10 | 5 | 11 | 2025-06-27 11:47:06
33 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
34 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
35 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
36 | 130 | 60 | 10 | 10 | 10 | 5 | 5 | 5 | 10 | 2025-06-27 11:47:06
37 | 165 | 60 | 25 | 10 | 10 | 5 | 15 | 5 | 12 | 2025-06-29 19:19:03.102970

-- user_equipment --
user_id | slot_id | user_item_id | equipped_at
----------------------------------------------
37 | 1 | 23 | 2025-06-29 19:18:51
37 | 2 | 21 | 2025-06-29 19:18:52
37 | 6 | 34 | 2025-06-29 19:10:31
37 | 8 | 48 | 2025-06-29 19:10:40
37 | 11 | 42 | 2025-06-29 19:10:48
37 | 12 | 37 | 2025-06-29 19:10:51
37 | 10 | 44 | 2025-06-29 19:19:03

-- user_items --
id | user_id | item_id | quantity | durability_cur | durability_max | enhance_level | is_deleted
------------------------------------------------------------------------------------------------
1 | 32 | 1 | 1 | 20 | 20 | 0 | 0
2 | 32 | 1 | 1 | 20 | 20 | 0 | 0
3 | 32 | 3 | 1 | 15 | 15 | 0 | 0
4 | 32 | 1 | 1 | 20 | 20 | 0 | 0
5 | 32 | 6 | 1 | 0 | 20 | 0 | 0
6 | 32 | 5 | 1 | 0 | 30 | 0 | 0
7 | 32 | 8 | 1 | 0 | 30 | 0 | 0
8 | 32 | 7 | 1 | 0 | 35 | 0 | 0
9 | 32 | 9 | 1 | 0 | 35 | 0 | 0
10 | 32 | 10 | 1 | 0 | 25 | 0 | 0
11 | 37 | 1 | 1 | 0 | 20 | 0 | 0
12 | 37 | 1 | 1 | 0 | 20 | 0 | 0
13 | 37 | 1 | 1 | 0 | 20 | 0 | 0
14 | 37 | 1 | 1 | 0 | 20 | 0 | 0
15 | 37 | 1 | 1 | 0 | 20 | 0 | 0
16 | 37 | 1 | 1 | 0 | 20 | 0 | 0
17 | 37 | 1 | 1 | 0 | 20 | 0 | 0
18 | 37 | 1 | 1 | 0 | 20 | 0 | 0
19 | 37 | 1 | 1 | 0 | 20 | 0 | 0
20 | 37 | 9 | 1 | 0 | 35 | 0 | 0
21 | 37 | 10 | 1 | 0 | 25 | 0 | 0
22 | 37 | 8 | 1 | 0 | 30 | 0 | 0
23 | 37 | 7 | 1 | 0 | 35 | 0 | 0
24 | 37 | 12 | 1 | 0 | 40 | 0 | 0
25 | 37 | 11 | 1 | 0 | 30 | 0 | 0
26 | 37 | 6 | 1 | 0 | 20 | 0 | 0
27 | 37 | 5 | 1 | 0 | 30 | 0 | 0
28 | 37 | 15 | 1 | 0 | 40 | 0 | 0
29 | 37 | 16 | 1 | 0 | 30 | 0 | 0
30 | 37 | 14 | 1 | 0 | 25 | 0 | 0
31 | 37 | 15 | 1 | 0 | 40 | 0 | 0
32 | 37 | 16 | 1 | 0 | 30 | 0 | 0
33 | 37 | 14 | 1 | 0 | 25 | 0 | 0
34 | 37 | 18 | 1 | 0 | 40 | 0 | 0
35 | 37 | 17 | 1 | 0 | 30 | 0 | 0
36 | 37 | 19 | 1 | 0 | 35 | 0 | 0
37 | 37 | 30 | 1 | 0 | 20 | 0 | 0
38 | 37 | 31 | 1 | 0 | 20 | 0 | 0
39 | 37 | 29 | 1 | 0 | 15 | 0 | 0
40 | 37 | 28 | 1 | 0 | 25 | 0 | 0
41 | 37 | 26 | 1 | 0 | 20 | 0 | 0
42 | 37 | 27 | 1 | 0 | 25 | 0 | 0
43 | 37 | 25 | 1 | 0 | 30 | 0 | 0
44 | 37 | 24 | 1 | 0 | 30 | 0 | 0
45 | 37 | 23 | 1 | 0 | 25 | 0 | 0
46 | 37 | 20 | 1 | 0 | 20 | 0 | 0
47 | 37 | 22 | 1 | 0 | 25 | 0 | 0
48 | 37 | 21 | 1 | 0 | 25 | 0 | 0

-- user_professional_skill --
id | user_id | skill_id | current_xp | level
--------------------------------------------
1 | 1 | 8 | 0 | 0
2 | 1 | 4 | 0 | 0
3 | 1 | 1 | 0 | 0
4 | 1 | 2 | 0 | 0
5 | 1 | 9 | 0 | 0
6 | 1 | 6 | 0 | 0
7 | 1 | 5 | 0 | 0
8 | 1 | 10 | 0 | 0
9 | 1 | 3 | 0 | 0
10 | 1 | 7 | 0 | 0
11 | 2 | 8 | 0 | 0
12 | 2 | 4 | 0 | 0
13 | 2 | 1 | 0 | 0
14 | 2 | 2 | 0 | 0
15 | 2 | 9 | 0 | 0
16 | 2 | 6 | 0 | 0
17 | 2 | 5 | 0 | 0
18 | 2 | 10 | 0 | 0
19 | 2 | 3 | 0 | 0
20 | 2 | 7 | 0 | 0
21 | 3 | 8 | 0 | 0
22 | 3 | 4 | 0 | 0
23 | 3 | 1 | 0 | 0
24 | 3 | 2 | 0 | 0
25 | 3 | 9 | 0 | 0
26 | 3 | 6 | 0 | 0
27 | 3 | 5 | 0 | 0
28 | 3 | 10 | 0 | 0
29 | 3 | 3 | 0 | 0
30 | 3 | 7 | 0 | 0
31 | 4 | 8 | 0 | 0
32 | 4 | 4 | 0 | 0
33 | 4 | 1 | 0 | 0
34 | 4 | 2 | 0 | 0
35 | 4 | 9 | 0 | 0
36 | 4 | 6 | 0 | 0
37 | 4 | 5 | 0 | 0
38 | 4 | 10 | 0 | 0
39 | 4 | 3 | 0 | 0
40 | 4 | 7 | 0 | 0
41 | 5 | 8 | 0 | 0
42 | 5 | 4 | 0 | 0
43 | 5 | 1 | 0 | 0
44 | 5 | 2 | 0 | 0
45 | 5 | 9 | 0 | 0
46 | 5 | 6 | 0 | 0
47 | 5 | 5 | 0 | 0
48 | 5 | 10 | 0 | 0
49 | 5 | 3 | 0 | 0
50 | 5 | 7 | 0 | 0
51 | 6 | 8 | 0 | 0
52 | 6 | 4 | 0 | 0
53 | 6 | 1 | 0 | 0
54 | 6 | 2 | 0 | 0
55 | 6 | 9 | 0 | 0
56 | 6 | 6 | 0 | 0
57 | 6 | 5 | 0 | 0
58 | 6 | 10 | 0 | 0
59 | 6 | 3 | 0 | 0
60 | 6 | 7 | 0 | 0
61 | 7 | 8 | 0 | 0
62 | 7 | 4 | 0 | 0
63 | 7 | 1 | 0 | 0
64 | 7 | 2 | 0 | 0
65 | 7 | 9 | 0 | 0
66 | 7 | 6 | 0 | 0
67 | 7 | 5 | 0 | 0
68 | 7 | 10 | 0 | 0
69 | 7 | 3 | 0 | 0
70 | 7 | 7 | 0 | 0
71 | 8 | 8 | 0 | 0
72 | 8 | 4 | 0 | 0
73 | 8 | 1 | 0 | 0
74 | 8 | 2 | 0 | 0
75 | 8 | 9 | 0 | 0
76 | 8 | 6 | 0 | 0
77 | 8 | 5 | 0 | 0
78 | 8 | 10 | 0 | 0
79 | 8 | 3 | 0 | 0
80 | 8 | 7 | 0 | 0
81 | 9 | 8 | 0 | 0
82 | 9 | 4 | 0 | 0
83 | 9 | 1 | 0 | 0
84 | 9 | 2 | 0 | 0
85 | 9 | 9 | 0 | 0
86 | 9 | 6 | 0 | 0
87 | 9 | 5 | 0 | 0
88 | 9 | 10 | 0 | 0
89 | 9 | 3 | 0 | 0
90 | 9 | 7 | 0 | 0
91 | 10 | 8 | 0 | 0
92 | 10 | 4 | 0 | 0
93 | 10 | 1 | 0 | 0
94 | 10 | 2 | 0 | 0
95 | 10 | 9 | 0 | 0
96 | 10 | 6 | 0 | 0
97 | 10 | 5 | 0 | 0
98 | 10 | 10 | 0 | 0
99 | 10 | 3 | 0 | 0
100 | 10 | 7 | 0 | 0
101 | 11 | 8 | 0 | 0
102 | 11 | 4 | 0 | 0
103 | 11 | 1 | 0 | 0
104 | 11 | 2 | 0 | 0
105 | 11 | 9 | 0 | 0
106 | 11 | 6 | 0 | 0
107 | 11 | 5 | 0 | 0
108 | 11 | 10 | 0 | 0
109 | 11 | 3 | 0 | 0
110 | 11 | 7 | 0 | 0
111 | 12 | 8 | 0 | 0
112 | 12 | 4 | 0 | 0
113 | 12 | 1 | 0 | 0
114 | 12 | 2 | 0 | 0
115 | 12 | 9 | 0 | 0
116 | 12 | 6 | 0 | 0
117 | 12 | 5 | 0 | 0
118 | 12 | 10 | 0 | 0
119 | 12 | 3 | 0 | 0
120 | 12 | 7 | 0 | 0
121 | 13 | 8 | 0 | 0
122 | 13 | 4 | 0 | 0
123 | 13 | 1 | 0 | 0
124 | 13 | 2 | 0 | 0
125 | 13 | 9 | 0 | 0
126 | 13 | 6 | 0 | 0
127 | 13 | 5 | 0 | 0
128 | 13 | 10 | 0 | 0
129 | 13 | 3 | 0 | 0
130 | 13 | 7 | 0 | 0
131 | 14 | 8 | 0 | 0
132 | 14 | 4 | 0 | 0
133 | 14 | 1 | 0 | 0
134 | 14 | 2 | 0 | 0
135 | 14 | 9 | 0 | 0
136 | 14 | 6 | 0 | 0
137 | 14 | 5 | 0 | 0
138 | 14 | 10 | 0 | 0
139 | 14 | 3 | 0 | 0
140 | 14 | 7 | 0 | 0
141 | 15 | 8 | 0 | 0
142 | 15 | 4 | 0 | 0
143 | 15 | 1 | 0 | 0
144 | 15 | 2 | 0 | 0
145 | 15 | 9 | 0 | 0
146 | 15 | 6 | 0 | 0
147 | 15 | 5 | 0 | 0
148 | 15 | 10 | 0 | 0
149 | 15 | 3 | 0 | 0
150 | 15 | 7 | 0 | 0
151 | 16 | 8 | 0 | 0
152 | 16 | 4 | 0 | 0
153 | 16 | 1 | 0 | 0
154 | 16 | 2 | 0 | 0
155 | 16 | 9 | 0 | 0
156 | 16 | 6 | 0 | 0
157 | 16 | 5 | 0 | 0
158 | 16 | 10 | 0 | 0
159 | 16 | 3 | 0 | 0
160 | 16 | 7 | 0 | 0
161 | 17 | 8 | 0 | 0
162 | 17 | 4 | 0 | 0
163 | 17 | 1 | 0 | 0
164 | 17 | 2 | 0 | 0
165 | 17 | 9 | 0 | 0
166 | 17 | 6 | 0 | 0
167 | 17 | 5 | 0 | 0
168 | 17 | 10 | 0 | 0
169 | 17 | 3 | 0 | 0
170 | 17 | 7 | 0 | 0
171 | 18 | 8 | 0 | 0
172 | 18 | 4 | 0 | 0
173 | 18 | 1 | 0 | 0
174 | 18 | 2 | 0 | 0
175 | 18 | 9 | 0 | 0
176 | 18 | 6 | 0 | 0
177 | 18 | 5 | 0 | 0
178 | 18 | 10 | 0 | 0
179 | 18 | 3 | 0 | 0
180 | 18 | 7 | 0 | 0
181 | 19 | 8 | 0 | 0
182 | 19 | 4 | 0 | 0
183 | 19 | 1 | 0 | 0
184 | 19 | 2 | 0 | 0
185 | 19 | 9 | 0 | 0
186 | 19 | 6 | 0 | 0
187 | 19 | 5 | 0 | 0
188 | 19 | 10 | 0 | 0
189 | 19 | 3 | 0 | 0
190 | 19 | 7 | 0 | 0
191 | 20 | 8 | 0 | 0
192 | 20 | 4 | 0 | 0
193 | 20 | 1 | 0 | 0
194 | 20 | 2 | 0 | 0
195 | 20 | 9 | 0 | 0
196 | 20 | 6 | 0 | 0
197 | 20 | 5 | 0 | 0
198 | 20 | 10 | 0 | 0
199 | 20 | 3 | 0 | 0
200 | 20 | 7 | 0 | 0
201 | 21 | 8 | 0 | 0
202 | 21 | 4 | 0 | 0
203 | 21 | 1 | 0 | 0
204 | 21 | 2 | 0 | 0
205 | 21 | 9 | 0 | 0
206 | 21 | 6 | 0 | 0
207 | 21 | 5 | 0 | 0
208 | 21 | 10 | 0 | 0
209 | 21 | 3 | 0 | 0
210 | 21 | 7 | 0 | 0
211 | 22 | 8 | 0 | 0
212 | 22 | 4 | 0 | 0
213 | 22 | 1 | 0 | 0
214 | 22 | 2 | 0 | 0
215 | 22 | 9 | 0 | 0
216 | 22 | 6 | 0 | 0
217 | 22 | 5 | 0 | 0
218 | 22 | 10 | 0 | 0
219 | 22 | 3 | 0 | 0
220 | 22 | 7 | 0 | 0
221 | 23 | 8 | 0 | 0
222 | 23 | 4 | 0 | 0
223 | 23 | 1 | 0 | 0
224 | 23 | 2 | 0 | 0
225 | 23 | 9 | 0 | 0
226 | 23 | 6 | 0 | 0
227 | 23 | 5 | 0 | 0
228 | 23 | 10 | 0 | 0
229 | 23 | 3 | 0 | 0
230 | 23 | 7 | 0 | 0
231 | 24 | 8 | 0 | 0
232 | 24 | 4 | 0 | 0
233 | 24 | 1 | 0 | 0
234 | 24 | 2 | 0 | 0
235 | 24 | 9 | 0 | 0
236 | 24 | 6 | 0 | 0
237 | 24 | 5 | 0 | 0
238 | 24 | 10 | 0 | 0
239 | 24 | 3 | 0 | 0
240 | 24 | 7 | 0 | 0
241 | 25 | 8 | 0 | 0
242 | 25 | 4 | 0 | 0
243 | 25 | 1 | 0 | 0
244 | 25 | 2 | 0 | 0
245 | 25 | 9 | 0 | 0
246 | 25 | 6 | 0 | 0
247 | 25 | 5 | 0 | 0
248 | 25 | 10 | 0 | 0
249 | 25 | 3 | 0 | 0
250 | 25 | 7 | 0 | 0
251 | 26 | 8 | 0 | 0
252 | 26 | 4 | 0 | 0
253 | 26 | 1 | 0 | 0
254 | 26 | 2 | 0 | 0
255 | 26 | 9 | 0 | 0
256 | 26 | 6 | 0 | 0
257 | 26 | 5 | 0 | 0
258 | 26 | 10 | 0 | 0
259 | 26 | 3 | 0 | 0
260 | 26 | 7 | 0 | 0
261 | 27 | 8 | 0 | 0
262 | 27 | 4 | 0 | 0
263 | 27 | 1 | 0 | 0
264 | 27 | 2 | 0 | 0
265 | 27 | 9 | 0 | 0
266 | 27 | 6 | 0 | 0
267 | 27 | 5 | 0 | 0
268 | 27 | 10 | 0 | 0
269 | 27 | 3 | 0 | 0
270 | 27 | 7 | 0 | 0
271 | 28 | 8 | 0 | 0
272 | 28 | 4 | 0 | 0
273 | 28 | 1 | 0 | 0
274 | 28 | 2 | 0 | 0
275 | 28 | 9 | 0 | 0
276 | 28 | 6 | 0 | 0
277 | 28 | 5 | 0 | 0
278 | 28 | 10 | 0 | 0
279 | 28 | 3 | 0 | 0
280 | 28 | 7 | 0 | 0
281 | 29 | 8 | 0 | 0
282 | 29 | 4 | 0 | 0
283 | 29 | 1 | 0 | 0
284 | 29 | 2 | 0 | 0
285 | 29 | 9 | 0 | 0
286 | 29 | 6 | 0 | 0
287 | 29 | 5 | 0 | 0
288 | 29 | 10 | 0 | 0
289 | 29 | 3 | 0 | 0
290 | 29 | 7 | 0 | 0
291 | 30 | 8 | 0 | 0
292 | 30 | 4 | 0 | 0
293 | 30 | 1 | 0 | 0
294 | 30 | 2 | 0 | 0
295 | 30 | 9 | 0 | 0
296 | 30 | 6 | 0 | 0
